dependent,model,formula,term,coefficient,robust_se,t_stat,p_value,p_stars,ci_lower,ci_upper,r_squared,adj_r_squared,aic,bic,sample_size,sample
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),movement_quality_20_80,-0.050406510456865325,0.050216481650135036,-1.0037841919721546,0.31573143886076716,,-0.14895121132184297,0.04813819040811232,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),location_score_20_80,0.1009140658555524,0.02900233652265199,3.4795150306850093,0.0005245252277823224,***,0.0439999515429964,0.1578281801681084,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_count,0.3249742420910378,0.05167195315727087,6.289180536720432,4.808400822940892e-10,***,0.22357332749751804,0.4263751566845576,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),batted_ball_count,-0.4582480840068025,0.05594154153664293,-8.191552671222691,8.031625659683726e-16,***,-0.5680276284014539,-0.3484685396121511,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Curveball,-0.000649966806409108,0.15547840853754213,-0.004180431305689405,0.9966653623973069,,-0.3057604157431214,0.3044604821303032,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Cutter,-0.005138355363218675,0.16846097135777302,-0.030501755521200036,0.97567312925992,,-0.3357257538499597,0.32544904312352235,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Four-Seam,-0.5229906651941747,0.11773969844969143,-4.441922920480738,9.934871848854965e-06,***,-0.754042761685015,-0.29193856870333434,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Sinker,-0.7864215428807535,0.12826843088525802,-6.131060756362129,1.2658100256904106e-09,***,-1.0381351981717315,-0.5347078875897755,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Slider,0.2436974604432418,0.11641118778289397,2.093419585218354,0.03656932125501413,*,0.015252430038146136,0.4721424908483375,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Splitter,0.9243492337214749,0.3937880220773101,2.3473269421587504,0.019107651743593017,*,0.15158058158482357,1.6971178858581264,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
